书名,作者,更新到,简介,详细连接,封面图
女神有点邪,我是好银,第一百五十九章 金蝉脱壳,一张神秘的大头贴让小镇青年高伟一夜之间变身童颜女神。从此她平淡的生活发生了天翻地覆的变化：闯江湖、闹...?详细>>,http://book.km.com/shuku/1377285.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
九渊战神,蔚蓝海洋,第520章　城主降临,真神转世，尸鬼难生。小小叶丞意外踏入修炼界，额头水晶印记数次救命于水火。机缘巧合之下开启水晶，不知名...?详细>>,http://book.km.com/shuku/1376843.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
我的火辣女友,清酒小饮,第483章 尘埃落定（大结局）,经得住诱惑、玩得了扮演，时而三十六计、时而七十二变，为的是冰火两重天！常言道，我待美女如大便，美女待...?详细>>,http://book.km.com/shuku/1376687.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
我的女友是兵王,幸福紫茄子,第四百二十六章 出发恶魔岛,失忆兵王重回都市，一个个美女跑到面前声称是陈逍遥的老婆！陈逍遥怒吼：“老天爷啊！哪个才是我真正的老婆...?详细>>,http://book.km.com/shuku/1376446.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
复苏之魔,蓝色幽灵,第九百二十七章  众望所归（上）,古荒万物，一念皆空。万物怨生，万物怨死！仙有道，魔异有道，一念成仙，一怨成魔，魔不一定万劫不复，仙不...?详细>>,http://book.km.com/shuku/1376280.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
武动天河,端月,武动天河完本感言及关于新书《剑屠天碑》,穿越异世的传说，如波澜壮阔的诗篇。少年洒脱、豪情，走在一个以武为尊的世界，在这异世征途上，前路荆棘，...?详细>>,http://book.km.com/shuku/162743.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
差点小清新,未眠君,番外 人生如戏，谁说都是圆满？,当退役校花遇到奇葩邻居，是征服还是顺服？当双神换个游戏再次相遇，是PK还是复婚？当拖延症画手碰上恶主...?详细>>,http://book.km.com/shuku/1041924.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
蜀山求仙记,心随笔后,第１３７章　无端横梁自入怀,"他重生到了蜀山剑仙的时代,一心想着御剑飞仙,扫荡妖魔鬼怪,但蜀山却不收他,说他根骨不佳,难成气候,混...?详细>>",http://book.km.com/shuku/148509.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
药王,英年早肥,尾声,作为一个被父母抛弃的残疾儿，他渴望有朝一日自己能站起来，科学帮不了他，于是他求助于神仙，但是谁料想，...?详细>>,http://book.km.com/shuku/172342.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
武遁,抱香,后记,纵横都市，一手遮天。武破虚空，遁破大千。这里有激情、有热血，有奇诡多变，超乎想象的种种武技，也有缠绵...?详细>>,http://book.km.com/shuku/171986.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
屠龙牧师,周星,完本感言,郝云，一个不大走运的学生，不小心穿越到了格林大陆，成了见习牧师莱克利。而好运，开始降临在他身上。由屠...?详细>>,http://book.km.com/shuku/160873.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
宋时山河,醉枕山河,推荐一本《大明逍遥攻略》,雕车画舫，看人间繁华；才子佳人，见宋时风流，这里是繁华风流的大宋！——————*——————*———...?详细>>,http://book.km.com/shuku/998683.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
都市里的魔导师,纯洁的了了,【后记】,一个异界由于特殊体质而造就的少年魔导师。一个原本无拘无束，以研究稀奇古怪魔法和调戏贵族少女为乐的公子...?详细>>,http://book.km.com/shuku/341325.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
蛮荒九道,咬狗,第一百一十七章 大结局,深山湖泽一大妖，部落之中一少年。奴隶少年王蛮偶遇能口吐人言的奇异石猴，石猴目不能视耳不能听，却能知晓...?详细>>,http://book.km.com/shuku/277672.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
网游之绾绾,朗月肖,第三百零四章 尾声 （全书完）,一次意外事故，一个平凡的女子误落三百年后，如此大的变故，她是否能够安然度过？懦弱胆怯的她，是否能够如...?详细>>,http://book.km.com/shuku/143864.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
杠上大神：呆萌菜鸟撞心窝,沂言,感谢不曾离去的你（完本感言）,长安城外，大神一袭青衣站在城墙上，大有睥睨天下的风采。萧萧蔷薇：“好巧。”仗剑天下：“一点也不巧。”...?详细>>,http://book.km.com/shuku/1361681.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
三国之男才女貌,獠羽,第一百七十八章 民团登城,知名律师刘宇因获得事务所的奖励与女友孙琳赴欧洲旅游，不幸遭遇空难，两人穿越回到三国时代。作为三国迷的...?详细>>,http://book.km.com/shuku/166626.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
护花狂龙在校园,未满十八岁,321 带梅毓婷开碰碰车,四年前，武林高手林青大师姐下山追寻自己身世，离奇失踪。四年后，身怀古武绝技的林青回到校园，寻找师姐下...?详细>>,http://book.km.com/shuku/1217373.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
超级军团系统,飘零如流水,完本感言！,别的人通过系统强化自身，郝帅却要不断强化手下！别的人闯位面时都要累死累活的亲自动手，郝帅只要指挥好手...?详细>>,http://book.km.com/shuku/1300192.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
武尊天下,独孤鸭,第一百四十章 一家团圆,元魂，类似灵魂的存在，是一个武者最为重要的存在，灵魂控制身体，元魂感悟掌控身体与外界的力量，拥有灵魂...?详细>>,http://book.km.com/shuku/1349500.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
家有猫娘,冬日飞鱼,第一百零六~七章 大结局,一个普通的少年，意外捡到了一只可怜的小猫。什么？小猫变成了一只可爱的萌妹子，还要他负责。小猫娘想要报...?详细>>,http://book.km.com/shuku/1349415.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
重生1976,挪威的小草,第三卷 怒放的金百合 第四章 相对无言,“只要我能控制一个国家的货币发行，我不在乎谁制定法律。”———梅耶罗斯柴尔德迎风傲立谁为雄。重生了，...?详细>>,http://book.km.com/shuku/149824.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
狂战幻想,夜色访者,完本.几句和读者朋友要说的话。,为战而生，是为战士——虚拟世界狂战士的传说！?详细>>,http://book.km.com/shuku/152598.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
北俱芦洲前传,寒鹤影,第170章：结局,蓝钺意外穿越异界，竟然成了大贪官和珅的儿子！？好在他本是修真世家二公子，炼气升级样样精通，以仙法混官...?详细>>,http://book.km.com/shuku/273145.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
一炮而红,程家之宇,第153章　大结局,有人做过一个统计，说是跟娱乐圈沾边的公司全国一共多大几千家，而在这几千家工作当中做什么都有，有做投资...?详细>>,http://book.km.com/shuku/1335131.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
绝世武帝,拓跋流云,第1060章　大结局,云杨意外融合武道宗师的记忆，冲破堵塞的经脉，天生神体一朝觉醒。世家弟子？王朝皇室？宗门天才？不用解释...?详细>>,http://book.km.com/shuku/1335090.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
极品天王,浮光掠影,第273章　团圆大结局,一个原本一无是处的少年，却在偶然之间得到一份神奇的记忆，凭借着这份记忆，少年原本的人生轨道发生着轰然...?详细>>,http://book.km.com/shuku/281121.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
宦海弄潮,浮生若梦,第九百八十七章 完美回家（大结局）,俗话说：朝中无人莫做官，囊中无钱难进城。马骏最有权的亲戚是做村副主任的二姨叔，最值钱的家当是从垃圾场...?详细>>,http://book.km.com/shuku/370462.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
极品小子闯异界,烟痞,第138章回到地球（完）,[二组出品，欢迎点评]21世纪小小烟民投入了穿越异界的大军中……魔法？抽了红塔山，什么魔法不能用！斗...?详细>>,http://book.km.com/shuku/368060.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
少年枭雄,易木,第十七章、转世天若语？,看一个穷小子如何在物欲横流的现世中，千年缠绵、百世轮回、纵天殁地崩、地老天荒，也誓要将你，在梦中寻找...?详细>>,http://book.km.com/shuku/367021.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
花魅天下,玖兰格,第七卷 第八章：仙境诉隐秘（1）,九幽阴灵，诸天神魔。以我血肉，奉为祭品。三生七世，湮灭六道。千年转瞬，始入轮回！故事讲述了主人公【花...?详细>>,http://book.km.com/shuku/2487.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
双星王者,根号小三,第三百三十七章 新世界,无极大陆，独孤潜龙天赋异禀却天生废材，一颗从天而降五彩神石更是让他家破人亡从此背上了面对整个无极大陆...?详细>>,http://book.km.com/shuku/1328486.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
尸帝,妖乱神界,第四百一十章 归乡【全书完】,李冲作为一个工程师穿越到了一个充满丧尸的世界，在这里他充分的发挥自己的特长，为人类建立起了防护的城墙...?详细>>,http://book.km.com/shuku/1328450.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
通灵女丐,张阳光,第二百六十五章 大结局,通灵自古就有，古汉语造词中就有灵变、灵通、灵泛.....通灵有两种，一种是内力所通，如练气功通灵，童...?详细>>,http://book.km.com/shuku/1327876.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
末世时分,简欧,完结,无论你信不信，你与这本书的缘分在一千年前就已经注定……否则你不会点开……放弃它就是放弃你自己的故事…...?详细>>,http://book.km.com/shuku/1327033.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
傲世法神,我曾是书生,第308章 我们都无敌！（大结局）,魔法世界，魔法为尊！强者大陆，拳头至上！落魄少年，得到奇宝，踏上崛起之路！?详细>>,http://book.km.com/shuku/1476525.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
史上最牛道长,诸羊黄昏,第七百五十章，月下美人,“恭喜宿主，获得三清道长系统，日后您将以振兴道门为己任，任务失败则扌...”啪嗒——“刚刚好像有一只...?详细>>,http://book.km.com/shuku/1475424.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
都市极品捉鬼系统,唐腊八,第597章 大结局,本大师棒槌执于手，夜壶别腰间，十殿阎罗，听我号令；天下鬼邪，莫敢不从！哎哟……！阎王爷您别拿靴子扔我...?详细>>,http://book.km.com/shuku/1473147.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
不灭战帝,没有翅膀的飞鸟,第400章  斩杀何恨天（大结局）,两千年前，秦风遭挚爱紫雅背叛，一代天骄就此陨落，而紫雅却飞升成仙，一统仙界，创立仙朝帝国。两千年后，...?详细>>,http://book.km.com/shuku/1471891.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
剑世风云,绛枫,终章：未完,这里是剑的世界。这里有剑道，有梦想，有执念，有自由，有正义，也有邪恶。在这里，剑士与剑一同降生，一同...?详细>>,http://book.km.com/shuku/1471719.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
重生军嫂的恣意人生,失忆的紫,第三百八十一章 美好的现实,〔新书《军嫂逆袭攻略》已上传，欢迎入坑。〕苏月前世遭人算计嫁错人，伤了身子，虽得“弟弟”搭救，拜得名...?详细>>,http://book.km.com/shuku/1471359.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
最强天帝系统,帝王将相,第三百五十三章朕要他们生不如死！,新书《都市之我是至尊》【秦汉三国】王侯将相宁有种乎，老司机开车污污污！获得史上第一禁书，来到了玄幻版...?详细>>,http://book.km.com/shuku/1465202.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
枉生,月璃,第180章 生死无垢,天有道则送一死，我纵枉逆求一生。心有大千世界，笔下死骨横陈。我是萌新月璃，我喂自己袋盐。?详细>>,http://book.km.com/shuku/1464882.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
龙神邪少,守望，愛,全书完，结局感言,“有便宜不占是王八蛋，没便宜可占，那就有多远躲多远１——从地球投胎异界，怀揣地府至宝，全身王八之气，...?详细>>,http://book.km.com/shuku/880589.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
寻情仙使,陈风笑,新书已上传，《大数据修仙》,李永生从仙界到位面做观风使，这是仙界体察民意了解实情的职务。不过他主动下界，除了要完成任务，还有很重...?详细>>,http://book.km.com/shuku/1446175.html,http://img1.km.com/bookimg/public/pic/common/ajax-loading.gif
